,date,cap,state,Confirmed,Deaths
317,2020-05-26,5000,West Bengal,120.0,9.0
318,2020-05-27,5000,West Bengal,81.0,-1.0
319,2020-05-28,5000,West Bengal,83.0,-1.0
320,2020-05-29,5000,West Bengal,79.0,0.0
321,2020-05-30,5000,West Bengal,77.0,-1.0
322,2020-05-31,5000,West Bengal,85.0,-1.0
323,2020-05-13,5000,Chhattisgarh,2.0,-0.0
324,2020-05-14,5000,Chhattisgarh,3.0,0.0
325,2020-05-15,5000,Chhattisgarh,3.0,0.0
326,2020-05-16,5000,Chhattisgarh,5.0,-0.0
327,2020-05-17,5000,Chhattisgarh,5.0,-0.0
328,2020-05-18,5000,Chhattisgarh,10.0,-0.0
329,2020-05-19,5000,Chhattisgarh,10.0,-0.0
330,2020-05-20,5000,Chhattisgarh,15.0,-0.0
331,2020-05-21,5000,Chhattisgarh,20.0,0.0
332,2020-05-22,5000,Chhattisgarh,27.0,0.0
333,2020-05-23,5000,Chhattisgarh,36.0,-0.0
334,2020-05-24,5000,Chhattisgarh,47.0,-0.0
335,2020-05-25,5000,Chhattisgarh,66.0,-0.0
336,2020-05-26,5000,Chhattisgarh,85.0,-0.0
337,2020-05-27,5000,Chhattisgarh,114.0,-0.0
338,2020-05-28,5000,Chhattisgarh,152.0,0.0
339,2020-05-29,5000,Chhattisgarh,202.0,0.0
340,2020-05-30,5000,Chhattisgarh,268.0,-0.0
341,2020-05-31,5000,Chhattisgarh,351.0,-0.0
342,2020-05-13,5000,Chandigarh,8.0,0.0
343,2020-05-14,5000,Chandigarh,4.0,0.0
344,2020-05-15,5000,Chandigarh,4.0,0.0
345,2020-05-16,5000,Chandigarh,4.0,0.0
346,2020-05-17,5000,Chandigarh,4.0,0.0
347,2020-05-18,5000,Chandigarh,2.0,0.0
348,2020-05-19,5000,Chandigarh,4.0,0.0
349,2020-05-20,5000,Chandigarh,5.0,0.0
350,2020-05-21,5000,Chandigarh,1.0,0.0
351,2020-05-22,5000,Chandigarh,1.0,0.0
352,2020-05-23,5000,Chandigarh,2.0,0.0
353,2020-05-24,5000,Chandigarh,2.0,0.0
354,2020-05-25,5000,Chandigarh,-0.0,0.0
355,2020-05-26,5000,Chandigarh,2.0,0.0
356,2020-05-27,5000,Chandigarh,3.0,0.0
357,2020-05-28,5000,Chandigarh,-1.0,0.0
358,2020-05-29,5000,Chandigarh,0.0,0.0
359,2020-05-30,5000,Chandigarh,1.0,0.0
360,2020-05-31,5000,Chandigarh,1.0,0.0
361,2020-05-13,5000,Gujarat,413.0,30.0
362,2020-05-14,5000,Gujarat,422.0,26.0
363,2020-05-15,5000,Gujarat,433.0,24.0
364,2020-05-16,5000,Gujarat,446.0,24.0
365,2020-05-17,5000,Gujarat,551.0,23.0
366,2020-05-18,5000,Gujarat,471.0,25.0
367,2020-05-19,5000,Gujarat,460.0,23.0
368,2020-05-20,5000,Gujarat,479.0,26.0
369,2020-05-21,5000,Gujarat,489.0,23.0
370,2020-05-22,5000,Gujarat,502.0,20.0
371,2020-05-23,5000,Gujarat,517.0,21.0
372,2020-05-24,5000,Gujarat,623.0,20.0
373,2020-05-25,5000,Gujarat,545.0,22.0
374,2020-05-26,5000,Gujarat,535.0,20.0
375,2020-05-27,5000,Gujarat,555.0,23.0
376,2020-05-28,5000,Gujarat,567.0,20.0
377,2020-05-29,5000,Gujarat,581.0,18.0
378,2020-05-30,5000,Gujarat,597.0,19.0
379,2020-05-31,5000,Gujarat,704.0,17.0
380,2020-05-13,5000,Himachal Pradesh,4.0,0.0
381,2020-05-14,5000,Himachal Pradesh,3.0,0.0
382,2020-05-15,5000,Himachal Pradesh,5.0,0.0
383,2020-05-16,5000,Himachal Pradesh,4.0,0.0
384,2020-05-17,5000,Himachal Pradesh,4.0,0.0
385,2020-05-18,5000,Himachal Pradesh,5.0,0.0
386,2020-05-19,5000,Himachal Pradesh,6.0,0.0
387,2020-05-20,5000,Himachal Pradesh,7.0,0.0
388,2020-05-21,5000,Himachal Pradesh,7.0,0.0
389,2020-05-22,5000,Himachal Pradesh,9.0,0.0
390,2020-05-23,5000,Himachal Pradesh,9.0,0.0
391,2020-05-24,5000,Himachal Pradesh,9.0,0.0
392,2020-05-25,5000,Himachal Pradesh,11.0,0.0
393,2020-05-26,5000,Himachal Pradesh,12.0,0.0
394,2020-05-27,5000,Himachal Pradesh,13.0,0.0
395,2020-05-28,5000,Himachal Pradesh,14.0,0.0
396,2020-05-29,5000,Himachal Pradesh,17.0,0.0
397,2020-05-30,5000,Himachal Pradesh,17.0,0.0
398,2020-05-31,5000,Himachal Pradesh,18.0,0.0
399,2020-05-13,5000,Madhya Pradesh,164.0,4.0
400,2020-05-14,5000,Madhya Pradesh,171.0,6.0
401,2020-05-15,5000,Madhya Pradesh,197.0,4.0
402,2020-05-16,5000,Madhya Pradesh,182.0,6.0
403,2020-05-17,5000,Madhya Pradesh,236.0,5.0
404,2020-05-18,5000,Madhya Pradesh,196.0,4.0
405,2020-05-19,5000,Madhya Pradesh,259.0,4.0
406,2020-05-20,5000,Madhya Pradesh,272.0,2.0
407,2020-05-21,5000,Madhya Pradesh,286.0,4.0
408,2020-05-22,5000,Madhya Pradesh,321.0,2.0
409,2020-05-23,5000,Madhya Pradesh,314.0,4.0
410,2020-05-24,5000,Madhya Pradesh,377.0,3.0
411,2020-05-25,5000,Madhya Pradesh,347.0,2.0
412,2020-05-26,5000,Madhya Pradesh,422.0,3.0
413,2020-05-27,5000,Madhya Pradesh,445.0,1.0
414,2020-05-28,5000,Madhya Pradesh,471.0,3.0
415,2020-05-29,5000,Madhya Pradesh,518.0,1.0
416,2020-05-30,5000,Madhya Pradesh,525.0,3.0
417,2020-05-31,5000,Madhya Pradesh,602.0,2.0
418,2020-05-13,5000,Bihar,60.0,0.0
419,2020-05-14,5000,Bihar,67.0,0.0
420,2020-05-15,5000,Bihar,72.0,0.0
421,2020-05-16,5000,Bihar,81.0,1.0
422,2020-05-17,5000,Bihar,99.0,1.0
423,2020-05-18,5000,Bihar,115.0,1.0
424,2020-05-19,5000,Bihar,129.0,1.0
425,2020-05-20,5000,Bihar,146.0,1.0
426,2020-05-21,5000,Bihar,165.0,1.0
427,2020-05-22,5000,Bihar,182.0,1.0
428,2020-05-23,5000,Bihar,205.0,1.0
429,2020-05-24,5000,Bihar,240.0,1.0
430,2020-05-25,5000,Bihar,274.0,1.0
431,2020-05-26,5000,Bihar,308.0,1.0
432,2020-05-27,5000,Bihar,348.0,2.0
433,2020-05-28,5000,Bihar,392.0,2.0
434,2020-05-29,5000,Bihar,438.0,2.0
435,2020-05-30,5000,Bihar,491.0,3.0
436,2020-05-31,5000,Bihar,560.0,3.0
437,2020-05-13,5000,Manipur,0.0,-0.0
438,2020-05-14,5000,Manipur,0.0,-0.0
439,2020-05-15,5000,Manipur,1.0,0.0
440,2020-05-16,5000,Manipur,0.0,0.0
441,2020-05-17,5000,Manipur,1.0,-0.0
442,2020-05-18,5000,Manipur,1.0,0.0
443,2020-05-19,5000,Manipur,1.0,-0.0
444,2020-05-20,5000,Manipur,1.0,-0.0
445,2020-05-21,5000,Manipur,1.0,-0.0
446,2020-05-22,5000,Manipur,2.0,0.0
447,2020-05-23,5000,Manipur,2.0,0.0
448,2020-05-24,5000,Manipur,3.0,-0.0
449,2020-05-25,5000,Manipur,3.0,0.0
450,2020-05-26,5000,Manipur,3.0,-0.0
451,2020-05-27,5000,Manipur,4.0,-0.0
452,2020-05-28,5000,Manipur,5.0,-0.0
453,2020-05-29,5000,Manipur,6.0,0.0
454,2020-05-30,5000,Manipur,7.0,0.0
455,2020-05-31,5000,Manipur,8.0,-0.0
456,2020-05-13,5000,Mizoram,0.0,0.0
457,2020-05-14,5000,Mizoram,-0.0,0.0
458,2020-05-15,5000,Mizoram,-0.0,0.0
459,2020-05-16,5000,Mizoram,-0.0,0.0
460,2020-05-17,5000,Mizoram,-0.0,-0.0
461,2020-05-18,5000,Mizoram,-0.0,-0.0
462,2020-05-19,5000,Mizoram,0.0,-0.0
463,2020-05-20,5000,Mizoram,0.0,0.0
464,2020-05-21,5000,Mizoram,-0.0,0.0
465,2020-05-22,5000,Mizoram,-0.0,0.0
466,2020-05-23,5000,Mizoram,-0.0,0.0
467,2020-05-24,5000,Mizoram,-0.0,-0.0
468,2020-05-25,5000,Mizoram,-0.0,-0.0
469,2020-05-26,5000,Mizoram,0.0,-0.0
470,2020-05-27,5000,Mizoram,0.0,0.0
471,2020-05-28,5000,Mizoram,-0.0,0.0
472,2020-05-29,5000,Mizoram,-0.0,0.0
473,2020-05-30,5000,Mizoram,-0.0,0.0
474,2020-05-31,5000,Mizoram,-0.0,-0.0
475,2020-05-13,5000,Andaman and Nicobar Islands,-0.0,-0.0
476,2020-05-14,5000,Andaman and Nicobar Islands,-0.0,0.0
477,2020-05-15,5000,Andaman and Nicobar Islands,-0.0,0.0
478,2020-05-16,5000,Andaman and Nicobar Islands,0.0,0.0
479,2020-05-17,5000,Andaman and Nicobar Islands,0.0,0.0
480,2020-05-18,5000,Andaman and Nicobar Islands,-0.0,0.0
481,2020-05-19,5000,Andaman and Nicobar Islands,0.0,0.0
482,2020-05-20,5000,Andaman and Nicobar Islands,-0.0,-0.0
483,2020-05-21,5000,Andaman and Nicobar Islands,-0.0,0.0
484,2020-05-22,5000,Andaman and Nicobar Islands,-0.0,0.0
485,2020-05-23,5000,Andaman and Nicobar Islands,0.0,0.0
486,2020-05-24,5000,Andaman and Nicobar Islands,0.0,0.0
487,2020-05-25,5000,Andaman and Nicobar Islands,-0.0,0.0
488,2020-05-26,5000,Andaman and Nicobar Islands,0.0,0.0
489,2020-05-27,5000,Andaman and Nicobar Islands,-0.0,0.0
490,2020-05-28,5000,Andaman and Nicobar Islands,-0.0,0.0
491,2020-05-29,5000,Andaman and Nicobar Islands,-0.0,0.0
492,2020-05-30,5000,Andaman and Nicobar Islands,0.0,0.0
493,2020-05-31,5000,Andaman and Nicobar Islands,0.0,0.0
494,2020-05-13,5000,Goa,1.0,-0.0
495,2020-05-14,5000,Goa,2.0,0.0
496,2020-05-15,5000,Goa,3.0,0.0
497,2020-05-16,5000,Goa,3.0,0.0
498,2020-05-17,5000,Goa,5.0,0.0
499,2020-05-18,5000,Goa,8.0,0.0
500,2020-05-19,5000,Goa,10.0,0.0
501,2020-05-20,5000,Goa,16.0,-0.0
502,2020-05-21,5000,Goa,24.0,0.0
503,2020-05-22,5000,Goa,36.0,0.0
504,2020-05-23,5000,Goa,52.0,0.0
505,2020-05-24,5000,Goa,77.0,0.0
506,2020-05-25,5000,Goa,114.0,0.0
507,2020-05-26,5000,Goa,166.0,0.0
508,2020-05-27,5000,Goa,243.0,0.0
509,2020-05-28,5000,Goa,353.0,0.0
510,2020-05-29,5000,Goa,507.0,0.0
511,2020-05-30,5000,Goa,716.0,0.0
512,2020-05-31,5000,Goa,993.0,0.0
513,2020-05-13,5000,Assam,3.0,0.0
514,2020-05-14,5000,Assam,7.0,0.0
515,2020-05-15,5000,Assam,8.0,0.0
516,2020-05-16,5000,Assam,6.0,0.0
517,2020-05-17,5000,Assam,5.0,0.0
518,2020-05-18,5000,Assam,6.0,-0.0
519,2020-05-19,5000,Assam,6.0,-0.0
520,2020-05-20,5000,Assam,6.0,-0.0
521,2020-05-21,5000,Assam,10.0,-0.0
522,2020-05-22,5000,Assam,11.0,-0.0
523,2020-05-23,5000,Assam,9.0,0.0
524,2020-05-24,5000,Assam,9.0,0.0
525,2020-05-25,5000,Assam,10.0,-0.0
526,2020-05-26,5000,Assam,10.0,-0.0
527,2020-05-27,5000,Assam,11.0,-0.0
528,2020-05-28,5000,Assam,15.0,-0.0
529,2020-05-29,5000,Assam,16.0,-0.0
530,2020-05-30,5000,Assam,15.0,0.0
531,2020-05-31,5000,Assam,15.0,0.0
532,2020-05-13,5000,Jharkhand,8.0,-0.0
533,2020-05-14,5000,Jharkhand,7.0,-0.0
534,2020-05-15,5000,Jharkhand,10.0,0.0
535,2020-05-16,5000,Jharkhand,7.0,-0.0
536,2020-05-17,5000,Jharkhand,11.0,0.0
537,2020-05-18,5000,Jharkhand,7.0,0.0
538,2020-05-19,5000,Jharkhand,6.0,-0.0
539,2020-05-20,5000,Jharkhand,8.0,-0.0
540,2020-05-21,5000,Jharkhand,8.0,-0.0
541,2020-05-22,5000,Jharkhand,11.0,0.0
542,2020-05-23,5000,Jharkhand,7.0,-0.0
543,2020-05-24,5000,Jharkhand,12.0,0.0
544,2020-05-25,5000,Jharkhand,8.0,0.0
545,2020-05-26,5000,Jharkhand,7.0,-0.0
546,2020-05-27,5000,Jharkhand,9.0,-0.0
547,2020-05-28,5000,Jharkhand,8.0,-0.0
548,2020-05-29,5000,Jharkhand,11.0,0.0
549,2020-05-30,5000,Jharkhand,7.0,-0.0
550,2020-05-31,5000,Jharkhand,12.0,0.0
551,2020-05-13,5000,Arunachal Pradesh,0.0,0.0
552,2020-05-14,5000,Arunachal Pradesh,0.0,0.0
553,2020-05-15,5000,Arunachal Pradesh,0.0,0.0
554,2020-05-16,5000,Arunachal Pradesh,-0.0,-0.0
555,2020-05-17,5000,Arunachal Pradesh,-0.0,-0.0
556,2020-05-18,5000,Arunachal Pradesh,0.0,0.0
557,2020-05-19,5000,Arunachal Pradesh,0.0,-0.0
558,2020-05-20,5000,Arunachal Pradesh,0.0,0.0
559,2020-05-21,5000,Arunachal Pradesh,0.0,0.0
560,2020-05-22,5000,Arunachal Pradesh,0.0,0.0
561,2020-05-23,5000,Arunachal Pradesh,-0.0,-0.0
562,2020-05-24,5000,Arunachal Pradesh,-0.0,-0.0
563,2020-05-25,5000,Arunachal Pradesh,0.0,0.0
564,2020-05-26,5000,Arunachal Pradesh,0.0,-0.0
565,2020-05-27,5000,Arunachal Pradesh,0.0,0.0
566,2020-05-28,5000,Arunachal Pradesh,0.0,0.0
567,2020-05-29,5000,Arunachal Pradesh,0.0,0.0
568,2020-05-30,5000,Arunachal Pradesh,-0.0,-0.0
569,2020-05-31,5000,Arunachal Pradesh,-0.0,-0.0
570,2020-05-13,5000,Tripura,4.0,0.0
571,2020-05-14,5000,Tripura,1.0,0.0
572,2020-05-15,5000,Tripura,2.0,0.0
573,2020-05-16,5000,Tripura,0.0,0.0
574,2020-05-17,5000,Tripura,2.0,0.0
575,2020-05-18,5000,Tripura,2.0,0.0
576,2020-05-19,5000,Tripura,-1.0,0.0
577,2020-05-20,5000,Tripura,-0.0,0.0
578,2020-05-21,5000,Tripura,-1.0,0.0
579,2020-05-22,5000,Tripura,0.0,0.0
580,2020-05-23,5000,Tripura,-0.0,0.0
581,2020-05-24,5000,Tripura,1.0,0.0
582,2020-05-25,5000,Tripura,2.0,0.0
583,2020-05-26,5000,Tripura,-1.0,0.0
584,2020-05-27,5000,Tripura,-0.0,0.0
585,2020-05-28,5000,Tripura,-2.0,0.0
586,2020-05-29,5000,Tripura,0.0,0.0
587,2020-05-30,5000,Tripura,-0.0,0.0
588,2020-05-31,5000,Tripura,1.0,0.0
589,2020-05-13,5000,Meghalaya,1.0,0.0
590,2020-05-14,5000,Meghalaya,-0.0,-0.0
591,2020-05-15,5000,Meghalaya,0.0,0.0
592,2020-05-16,5000,Meghalaya,0.0,0.0
593,2020-05-17,5000,Meghalaya,0.0,0.0
594,2020-05-18,5000,Meghalaya,0.0,0.0
595,2020-05-19,5000,Meghalaya,-0.0,-0.0
596,2020-05-20,5000,Meghalaya,1.0,0.0
597,2020-05-21,5000,Meghalaya,-0.0,-0.0
598,2020-05-22,5000,Meghalaya,0.0,0.0
599,2020-05-23,5000,Meghalaya,0.0,0.0
600,2020-05-24,5000,Meghalaya,0.0,0.0
601,2020-05-25,5000,Meghalaya,0.0,0.0
602,2020-05-26,5000,Meghalaya,-0.0,-0.0
603,2020-05-27,5000,Meghalaya,1.0,0.0
604,2020-05-28,5000,Meghalaya,-0.0,-0.0
605,2020-05-29,5000,Meghalaya,0.0,0.0
606,2020-05-30,5000,Meghalaya,0.0,0.0
607,2020-05-31,5000,Meghalaya,0.0,0.0
608,2020-05-13,5000,Dadar Nagar Haveli,0.0,0.0
609,2020-05-14,5000,Dadar Nagar Haveli,-0.0,0.0
610,2020-05-15,5000,Dadar Nagar Haveli,0.0,-0.0
611,2020-05-16,5000,Dadar Nagar Haveli,0.0,0.0
612,2020-05-17,5000,Dadar Nagar Haveli,0.0,0.0
613,2020-05-18,5000,Dadar Nagar Haveli,0.0,0.0
614,2020-05-19,5000,Dadar Nagar Haveli,0.0,0.0
615,2020-05-20,5000,Dadar Nagar Haveli,0.0,0.0
616,2020-05-21,5000,Dadar Nagar Haveli,-0.0,0.0
617,2020-05-22,5000,Dadar Nagar Haveli,-0.0,-0.0
618,2020-05-23,5000,Dadar Nagar Haveli,0.0,0.0
619,2020-05-24,5000,Dadar Nagar Haveli,0.0,0.0
620,2020-05-25,5000,Dadar Nagar Haveli,0.0,0.0
621,2020-05-26,5000,Dadar Nagar Haveli,0.0,0.0
622,2020-05-27,5000,Dadar Nagar Haveli,0.0,0.0
623,2020-05-28,5000,Dadar Nagar Haveli,-0.0,0.0
624,2020-05-29,5000,Dadar Nagar Haveli,-0.0,-0.0
625,2020-05-30,5000,Dadar Nagar Haveli,0.0,0.0
626,2020-05-31,5000,Dadar Nagar Haveli,0.0,0.0
